customer_id,trans_date,tran_amount
CS7990,3/6/2020,71
CS8098,3/6/2020,64
CS7560,3/6/2020,44
CS8901,3/6/2020,49
CS4581,4/6/2020,95
CS5424,4/6/2020,80
CS2656,4/6/2020,66
CS4766,4/6/2020,72
CS1685,4/6/2020,38
CS1558,4/6/2020,37
CS5048,4/6/2020,76
CS2838,4/6/2020,54
CS3374,4/6/2020,100
CS5849,4/6/2020,38
CS2330,4/6/2020,67
CS1283,4/6/2020,64
CS1181,4/6/2020,41
CS3181,4/6/2020,44
CS5942,4/6/2020,80
CS2155,4/6/2020,40
CS4534,4/6/2020,75
CS3659,4/6/2020,78
CS4048,4/6/2020,79
CS3525,4/6/2020,82
CS2030,4/6/2020,63
CS5484,4/6/2020,55
CS3901,4/6/2020,43
CS3874,4/6/2020,91
CS5236,4/6/2020,55
CS2245,4/6/2020,80
CS2183,4/6/2020,58
CS1546,4/6/2020,72
CS2764,4/6/2020,97
CS2271,4/6/2020,69
CS5116,4/6/2020,72
CS5653,4/6/2020,69
CS2748,4/6/2020,42
CS5291,4/6/2020,88
CS6003,4/6/2020,86
CS5099,4/6/2020,74
CS2006,4/6/2020,54
CS1600,4/6/2020,51
CS4749,4/6/2020,86
CS1204,4/6/2020,87
CS5082,4/6/2020,104
CS5973,4/6/2020,69
CS3684,4/6/2020,63
CS2577,4/6/2020,91
CS3946,4/6/2020,67
CS1926,4/6/2020,43
CS1815,4/6/2020,70
CS4655,4/6/2020,84
CS1421,4/6/2020,98
CS2061,4/6/2020,103
CS4547,4/6/2020,39
CS3633,4/6/2020,103
CS5620,4/6/2020,53
CS5022,4/6/2020,51
CS2015,4/6/2020,83
CS1329,4/6/2020,54
CS1615,4/6/2020,45
CS4210,4/6/2020,44
CS2164,4/6/2020,69
CS3677,4/6/2020,59
CS7685,4/6/2020,55
CS8330,4/6/2020,12
CS7181,4/6/2020,79
CS8155,4/6/2020,18
CS8030,4/6/2020,45
CS8245,4/6/2020,18
CS7546,4/6/2020,31
CS8764,4/6/2020,40
CS8271,4/6/2020,14
CS8748,4/6/2020,42
CS8006,4/6/2020,42
CS7600,4/6/2020,44
CS7926,4/6/2020,78
CS7421,4/6/2020,47
CS8061,4/6/2020,11
CS5233,5/6/2020,73
CS2356,5/6/2020,47
CS1836,5/6/2020,88
CS5376,5/6/2020,49
CS5251,5/6/2020,39
CS5351,5/6/2020,51
CS1763,5/6/2020,87
CS2470,5/6/2020,80
CS1766,5/6/2020,48
CS1480,5/6/2020,100
CS1855,5/6/2020,63
CS3378,5/6/2020,58
CS5858,5/6/2020,67
CS2361,5/6/2020,58
CS3039,5/6/2020,57
CS4407,5/6/2020,46
CS5739,5/6/2020,82
CS3823,5/6/2020,64
CS6093,5/6/2020,70
CS3939,5/6/2020,74
CS2346,5/6/2020,60
CS1356,5/6/2020,38
CS1535,5/6/2020,93
CS2771,5/6/2020,51
CS5297,5/6/2020,35
CS4575,5/6/2020,41
CS1708,5/6/2020,55
CS5374,5/6/2020,41
CS6012,5/6/2020,57
CS1308,5/6/2020,40
CS1361,5/6/2020,46
CS4394,5/6/2020,63
CS5341,5/6/2020,101
CS6076,5/6/2020,53
CS1589,5/6/2020,84
CS3334,5/6/2020,52
CS1773,5/6/2020,56
CS5931,5/6/2020,42
CS4362,5/6/2020,71
CS1773,5/6/2020,40
CS5948,5/6/2020,82
CS3536,5/6/2020,84
CS1695,5/6/2020,87
CS3653,5/6/2020,35
CS2767,5/6/2020,81
CS3521,5/6/2020,45
CS4433,5/6/2020,82
CS3322,5/6/2020,84
CS4930,5/6/2020,42
CS4184,5/6/2020,105
CS1845,5/6/2020,63
CS2986,5/6/2020,84
CS2895,5/6/2020,85
CS2441,5/6/2020,48
CS2248,5/6/2020,41
CS5835,5/6/2020,60
CS5069,5/6/2020,43
CS4627,5/6/2020,91
CS3409,5/6/2020,94
CS5689,5/6/2020,104
CS5404,5/6/2020,88
CS5500,5/6/2020,89
CS1654,5/6/2020,49
CS4050,5/6/2020,38
CS4964,5/6/2020,81
CS2162,5/6/2020,50
CS2840,5/6/2020,91
CS4076,5/6/2020,49
CS8356,5/6/2020,75
CS7836,5/6/2020,39
CS7763,5/6/2020,22
CS8470,5/6/2020,45
CS7766,5/6/2020,34
CS8361,5/6/2020,77
CS8346,5/6/2020,55
CS7356,5/6/2020,21
CS7535,5/6/2020,62
CS8771,5/6/2020,60
CS7708,5/6/2020,34
CS7308,5/6/2020,68
CS7361,5/6/2020,14
CS7773,5/6/2020,29
CS7773,5/6/2020,19
CS7695,5/6/2020,32
CS8767,5/6/2020,33
CS7845,5/6/2020,16
CS8986,5/6/2020,33
CS8895,5/6/2020,73
CS8248,5/6/2020,11
CS2011,6/6/2020,85
CS5709,6/6/2020,55
CS1825,6/6/2020,101
CS1541,6/6/2020,41
CS2117,6/6/2020,68
CS5773,6/6/2020,44
CS5732,6/6/2020,88
CS2923,6/6/2020,99
CS4261,6/6/2020,75
CS5846,6/6/2020,57
CS2531,6/6/2020,43
CS3111,6/6/2020,104
CS2658,6/6/2020,55
CS2799,6/6/2020,67
CS5771,6/6/2020,88
CS2238,6/6/2020,76
CS5621,6/6/2020,52
CS4214,6/6/2020,44
CS1186,6/6/2020,53
CS1588,6/6/2020,82
CS2017,6/6/2020,39
CS1217,6/6/2020,97
CS2036,6/6/2020,77
CS1387,6/6/2020,95
CS4418,6/6/2020,46
CS1251,6/6/2020,78
CS5836,6/6/2020,51
CS1762,6/6/2020,67
CS3244,6/6/2020,52
CS5712,6/6/2020,77
CS4797,6/6/2020,55
CS6026,6/6/2020,85
CS1473,6/6/2020,47
CS5067,6/6/2020,75
CS5227,6/6/2020,89
CS2272,6/6/2020,36
CS1971,6/6/2020,63
CS3014,6/6/2020,84
CS4678,6/6/2020,84
CS6082,6/6/2020,43
CS5126,6/6/2020,73
CS5156,6/6/2020,73
CS4666,6/6/2020,76
CS4480,6/6/2020,89
CS1289,6/6/2020,86
CS5237,6/6/2020,58
CS2624,6/6/2020,69
CS5431,6/6/2020,45
CS6023,6/6/2020,99
CS5343,6/6/2020,54
CS4025,6/6/2020,71
CS4781,6/6/2020,79
CS1154,6/6/2020,37
CS3504,6/6/2020,95
CS5058,6/6/2020,79
CS3404,6/6/2020,41
CS5488,6/6/2020,87
CS3781,6/6/2020,83
CS5111,6/6/2020,58
CS2596,6/6/2020,102
CS4737,6/6/2020,62
CS3918,6/6/2020,90
CS4248,6/6/2020,51
CS4843,6/6/2020,74
CS4958,6/6/2020,36
CS8011,6/6/2020,39
CS7825,6/6/2020,70
CS7541,6/6/2020,49
CS8117,6/6/2020,29
CS8658,6/6/2020,20
CS7186,6/6/2020,23
CS7588,6/6/2020,45
CS8017,6/6/2020,34
CS7217,6/6/2020,30
CS7387,6/6/2020,62
CS7251,6/6/2020,10
CS7289,6/6/2020,18
CS8596,6/6/2020,14
CS1549,7/6/2020,71
CS2591,7/6/2020,91
CS3392,7/6/2020,102
CS4887,7/6/2020,70
CS1244,7/6/2020,77
CS3570,7/6/2020,79
CS5667,7/6/2020,67
CS5291,7/6/2020,99
CS2473,7/6/2020,102
CS1314,7/6/2020,66
CS2890,7/6/2020,52
CS4108,7/6/2020,44
CS2282,7/6/2020,85
CS5406,7/6/2020,91
CS4553,7/6/2020,105
CS4395,7/6/2020,94
CS3455,7/6/2020,44
CS3957,7/6/2020,74
CS5275,7/6/2020,62
CS3117,7/6/2020,96
CS5855,7/6/2020,60
CS3800,7/6/2020,58
CS2417,7/6/2020,37
CS3887,7/6/2020,100
CS4257,7/6/2020,64
CS4765,7/6/2020,86
CS5101,7/6/2020,37
CS3679,7/6/2020,91
CS1645,7/6/2020,93
CS4582,7/6/2020,91
CS2038,7/6/2020,82
CS2565,7/6/2020,76
CS1287,7/6/2020,93
CS4365,7/6/2020,46
CS2540,7/6/2020,102
CS1530,7/6/2020,71
CS2992,7/6/2020,93
CS4949,7/6/2020,89
CS3533,7/6/2020,83
CS4521,7/6/2020,101
CS5074,7/6/2020,77
CS1958,7/6/2020,72
CS1469,7/6/2020,68
CS5693,7/6/2020,104
CS2631,7/6/2020,46
CS2249,7/6/2020,99
CS5727,7/6/2020,94
CS5106,7/6/2020,56
CS2215,7/6/2020,81
CS3195,7/6/2020,67
CS2428,7/6/2020,91
CS4692,7/6/2020,82
CS1401,7/6/2020,95
CS1603,7/6/2020,44
CS5862,7/6/2020,49
CS1932,7/6/2020,91
CS4164,7/6/2020,74
CS5339,7/6/2020,48
CS2800,7/6/2020,63
CS3304,7/6/2020,59
CS4485,7/6/2020,62
CS3771,7/6/2020,37
CS3485,7/6/2020,78
CS1964,7/6/2020,54
CS1967,7/6/2020,96
CS3371,7/6/2020,86
CS2741,7/6/2020,66
CS6081,7/6/2020,95
CS4490,7/6/2020,38
CS4991,7/6/2020,51
CS5386,7/6/2020,82
CS3807,7/6/2020,89
CS2165,7/6/2020,46
CS3071,7/6/2020,84
CS4336,7/6/2020,98
CS4852,7/6/2020,101
CS2455,7/6/2020,40
CS2749,7/6/2020,73
CS5867,7/6/2020,104
CS5704,7/6/2020,70
CS8591,7/6/2020,64
CS7244,7/6/2020,57
CS8890,7/6/2020,71
CS8417,7/6/2020,78
CS7645,7/6/2020,78
CS7287,7/6/2020,17
CS8540,7/6/2020,63
CS7530,7/6/2020,31
CS8631,7/6/2020,64
CS8249,7/6/2020,38
CS8215,7/6/2020,46
CS8428,7/6/2020,69
CS7603,7/6/2020,20
CS7932,7/6/2020,46
CS8800,7/6/2020,15
CS7964,7/6/2020,49
CS7967,7/6/2020,31
CS8165,7/6/2020,67
CS5620,8/6/2020,55
CS1659,8/6/2020,39
CS4703,8/6/2020,93
CS5602,8/6/2020,74
CS2972,8/6/2020,37
CS3001,8/6/2020,55
CS1428,8/6/2020,71
CS1134,8/6/2020,84
CS4349,8/6/2020,85
CS1299,8/6/2020,98
CS3334,8/6/2020,67
CS1190,8/6/2020,88
CS3735,8/6/2020,83
CS5821,8/6/2020,82
CS4905,8/6/2020,49
CS5336,8/6/2020,89
CS1433,8/6/2020,97
CS5188,8/6/2020,97
CS5454,8/6/2020,88
CS3057,8/6/2020,92
CS2739,8/6/2020,55
CS4990,8/6/2020,55
CS5478,8/6/2020,100
CS2094,8/6/2020,95
CS3848,8/6/2020,36
CS5648,8/6/2020,38
CS4779,8/6/2020,56
CS4635,8/6/2020,94
CS1806,8/6/2020,67
CS2463,8/6/2020,90
CS3590,8/6/2020,49
CS3725,8/6/2020,104
CS2108,8/6/2020,85
CS2451,8/6/2020,56
CS1881,8/6/2020,88
CS1323,8/6/2020,46
CS5114,8/6/2020,100
CS1683,8/6/2020,78
CS2629,8/6/2020,54
CS1209,8/6/2020,70
CS4436,8/6/2020,85
CS5964,8/6/2020,79
CS6037,8/6/2020,76
CS2670,8/6/2020,66
CS1829,8/6/2020,84
CS1500,8/6/2020,49
CS2454,8/6/2020,95
CS5421,8/6/2020,50
CS4188,8/6/2020,103
CS1563,8/6/2020,46
CS1847,8/6/2020,38
CS1413,8/6/2020,97
CS4476,8/6/2020,61
CS6029,8/6/2020,40
CS3799,8/6/2020,92
CS5745,8/6/2020,39
CS1825,8/6/2020,75
CS2765,8/6/2020,62
CS2649,8/6/2020,41
CS3450,8/6/2020,72
CS1260,8/6/2020,42
CS2558,8/6/2020,69
CS2361,8/6/2020,103
CS2496,8/6/2020,85
CS4493,8/6/2020,80
CS2547,8/6/2020,60
CS3501,8/6/2020,72
CS5053,8/6/2020,80
CS1275,8/6/2020,49
CS8972,8/6/2020,52
CS7428,8/6/2020,10
CS7134,8/6/2020,16
CS7299,8/6/2020,72
CS7433,8/6/2020,66
CS7806,8/6/2020,20
CS8108,8/6/2020,29
CS7881,8/6/2020,13
CS7683,8/6/2020,10
CS8629,8/6/2020,63
CS8670,8/6/2020,75
CS7563,8/6/2020,78
CS7847,8/6/2020,61
CS7825,8/6/2020,57
CS8649,8/6/2020,12
CS7260,8/6/2020,22
CS8558,8/6/2020,21
CS8361,8/6/2020,77
CS8547,8/6/2020,71
CS3930,9/6/2020,41
CS3923,9/6/2020,73
CS2632,9/6/2020,56
CS1432,9/6/2020,55
CS3181,9/6/2020,105
CS5656,9/6/2020,99
CS5761,9/6/2020,76
CS3694,9/6/2020,97
CS4130,9/6/2020,88
CS5411,9/6/2020,88
CS2217,9/6/2020,75
CS6055,9/6/2020,57
CS3229,9/6/2020,73
CS4228,9/6/2020,60
CS4711,9/6/2020,97
CS5462,9/6/2020,102
CS1307,9/6/2020,83
CS3237,9/6/2020,68
CS2583,9/6/2020,83
CS1252,9/6/2020,99
CS3942,9/6/2020,39
CS4885,9/6/2020,61
CS4161,9/6/2020,52
CS2951,9/6/2020,82
CS1347,9/6/2020,64
CS2756,9/6/2020,40
CS4410,9/6/2020,62
CS1729,9/6/2020,93
CS2312,9/6/2020,71
CS5311,9/6/2020,87
CS4878,9/6/2020,62
CS5769,9/6/2020,37
CS3974,9/6/2020,59
CS1557,9/6/2020,35
CS2072,9/6/2020,100
CS3432,9/6/2020,104
CS4758,9/6/2020,86
CS5838,9/6/2020,48
CS2102,9/6/2020,97
CS4878,9/6/2020,67
CS2387,9/6/2020,68
CS5730,9/6/2020,44
CS2237,9/6/2020,56
CS4447,9/6/2020,77
CS4201,9/6/2020,88
CS4363,9/6/2020,93
CS5428,9/6/2020,67
CS1575,9/6/2020,66
CS5409,9/6/2020,83
CS1422,9/6/2020,54
CS5821,9/6/2020,72
CS2476,9/6/2020,56
CS2036,9/6/2020,102
CS4218,9/6/2020,102
CS3377,9/6/2020,104
CS3209,9/6/2020,79
CS2411,9/6/2020,44
CS3181,9/6/2020,54
CS5665,9/6/2020,42
CS3056,9/6/2020,84
CS2426,9/6/2020,38
CS4968,9/6/2020,73
CS1169,9/6/2020,80
CS3550,9/6/2020,51
CS4678,9/6/2020,46
CS4973,9/6/2020,95
CS1465,9/6/2020,70
CS5441,9/6/2020,53
CS3037,9/6/2020,63
CS8632,9/6/2020,60
CS7432,9/6/2020,56
CS7307,9/6/2020,59
CS8583,9/6/2020,28
CS8951,9/6/2020,44
CS7347,9/6/2020,24
CS8756,9/6/2020,70
CS8312,9/6/2020,36
CS7557,9/6/2020,34
CS8072,9/6/2020,62
CS8237,9/6/2020,49
CS7422,9/6/2020,74
CS8476,9/6/2020,66
CS8036,9/6/2020,15
CS8411,9/6/2020,33
CS8426,9/6/2020,60
CS1710,10/6/2020,100
CS4044,10/6/2020,48
CS1924,10/6/2020,46
CS5388,10/6/2020,62
CS6053,10/6/2020,79
CS3402,10/6/2020,103
CS3850,10/6/2020,77
CS1557,10/6/2020,69
CS2333,10/6/2020,83
CS3881,10/6/2020,36
CS2096,10/6/2020,58
CS2537,10/6/2020,53
CS2521,10/6/2020,45
CS3029,10/6/2020,102
CS4324,10/6/2020,90
CS4874,10/6/2020,69
CS2932,10/6/2020,83
CS2656,10/6/2020,66
CS1539,10/6/2020,84
CS5682,10/6/2020,36
CS1219,10/6/2020,52
CS3414,10/6/2020,82
CS3047,10/6/2020,48
CS2881,10/6/2020,44
CS5739,10/6/2020,79
CS2365,10/6/2020,55
CS2961,10/6/2020,77
CS5969,10/6/2020,58
CS2893,10/6/2020,63
CS3079,10/6/2020,105
CS5075,10/6/2020,81
CS1294,10/6/2020,83
CS3222,10/6/2020,86
CS3278,10/6/2020,64
CS5201,10/6/2020,103
CS1370,10/6/2020,100
CS3608,10/6/2020,81
CS5284,10/6/2020,40
CS1256,10/6/2020,45
CS1834,10/6/2020,37
CS2635,10/6/2020,52
CS6008,10/6/2020,94
CS2008,10/6/2020,43
CS1163,10/6/2020,76
CS2984,10/6/2020,44
CS2252,10/6/2020,48
CS4030,10/6/2020,61
CS3987,10/6/2020,87
CS1925,10/6/2020,74
CS4045,10/6/2020,67
CS3974,10/6/2020,38
CS1744,10/6/2020,97
CS4960,10/6/2020,92
CS2755,10/6/2020,35
CS4656,10/6/2020,81
CS5580,10/6/2020,96
CS2481,10/6/2020,36
CS4715,10/6/2020,70
CS5874,10/6/2020,35
CS1846,10/6/2020,37
CS1323,10/6/2020,35
CS1145,10/6/2020,103
CS4479,10/6/2020,101
CS5329,10/6/2020,101
CS3834,10/6/2020,60
CS2080,10/6/2020,101
CS7710,10/6/2020,33
CS7924,10/6/2020,21
CS8333,10/6/2020,60
CS8537,10/6/2020,21
CS8521,10/6/2020,49
CS8932,10/6/2020,33
CS8656,10/6/2020,56
CS7539,10/6/2020,67
CS8881,10/6/2020,75
CS8961,10/6/2020,24
CS8893,10/6/2020,27
CS7294,10/6/2020,43
CS7370,10/6/2020,58
CS7256,10/6/2020,42
CS7834,10/6/2020,42
CS8635,10/6/2020,29
CS8252,10/6/2020,52
CS7925,10/6/2020,13
CS7744,10/6/2020,42
CS8481,10/6/2020,36
CS7846,10/6/2020,25
CS3868,11/6/2020,39
CS5432,11/6/2020,51
CS1748,11/6/2020,37
CS1816,11/6/2020,91
CS3689,11/6/2020,63
CS1450,11/6/2020,43
CS3280,11/6/2020,74
CS4508,11/6/2020,103
CS2390,11/6/2020,35
CS6009,11/6/2020,75
CS3930,11/6/2020,100
CS4871,11/6/2020,35
CS4536,11/6/2020,97
CS3614,11/6/2020,95
CS2853,11/6/2020,69
CS1394,11/6/2020,62
CS2743,11/6/2020,105
CS4805,11/6/2020,96
CS4373,11/6/2020,103
CS5235,11/6/2020,70
CS5582,11/6/2020,68
CS6024,11/6/2020,67
CS2099,11/6/2020,44
CS4218,11/6/2020,69
CS5563,11/6/2020,53
CS4758,11/6/2020,44
CS3609,11/6/2020,76
CS4734,11/6/2020,89
CS4238,11/6/2020,71
CS4221,11/6/2020,56
CS2165,11/6/2020,87
CS2992,11/6/2020,39
CS4819,11/6/2020,36
CS2515,11/6/2020,83
CS3453,11/6/2020,62
CS2585,11/6/2020,72
CS1303,11/6/2020,96
CS2799,11/6/2020,51
CS3007,11/6/2020,96
CS2830,11/6/2020,78
CS3589,11/6/2020,75
CS2590,11/6/2020,51
CS3822,11/6/2020,80
CS2988,11/6/2020,53
CS4101,11/6/2020,39
CS2709,11/6/2020,47
CS5691,11/6/2020,61
CS4670,11/6/2020,88
CS3256,11/6/2020,62
CS4707,11/6/2020,61
CS2179,11/6/2020,37
CS2501,11/6/2020,35
CS3122,11/6/2020,36
CS3083,11/6/2020,64
CS4795,11/6/2020,104
CS3589,11/6/2020,73
CS3457,11/6/2020,81
CS3358,11/6/2020,50
CS1919,11/6/2020,53
CS5970,11/6/2020,44
CS5334,11/6/2020,44
CS3445,11/6/2020,100
CS3847,11/6/2020,60
CS5830,11/6/2020,89
CS4219,11/6/2020,53
CS4967,11/6/2020,74
CS4927,11/6/2020,100
CS1749,11/6/2020,85
CS5706,11/6/2020,95
CS4232,11/6/2020,56
CS5617,11/6/2020,71
CS3350,11/6/2020,50
CS1965,11/6/2020,51
CS3255,11/6/2020,72
CS4936,11/6/2020,38
CS3799,11/6/2020,35
CS1511,11/6/2020,35
CS3836,11/6/2020,65
CS3324,11/6/2020,87
CS4356,11/6/2020,53
CS1644,11/6/2020,73
CS4711,11/6/2020,100
CS3249,11/6/2020,51
CS7748,11/6/2020,49
CS7816,11/6/2020,41
CS7450,11/6/2020,37
CS7394,11/6/2020,29
CS8099,11/6/2020,71
CS7303,11/6/2020,31
CS8830,11/6/2020,35
CS8590,11/6/2020,18
CS8988,11/6/2020,14
CS8709,11/6/2020,76
CS8179,11/6/2020,40
CS8501,11/6/2020,61
CS7919,11/6/2020,10
CS7749,11/6/2020,79
CS7511,11/6/2020,37
CS4299,12/6/2020,36
CS4054,12/6/2020,80
CS3504,12/6/2020,71
CS1829,12/6/2020,57
CS4370,12/6/2020,56
CS4852,12/6/2020,93
CS4445,12/6/2020,84
CS1980,12/6/2020,72
CS2982,12/6/2020,51
CS1321,12/6/2020,92
CS2802,12/6/2020,84
CS3840,12/6/2020,75
CS2696,12/6/2020,50
CS4537,12/6/2020,54
CS5880,12/6/2020,60
CS2057,12/6/2020,55
CS2391,12/6/2020,44
CS5014,12/6/2020,76
CS5555,12/6/2020,83
CS5375,12/6/2020,47
CS2761,12/6/2020,37
CS1499,12/6/2020,86
CS2623,12/6/2020,99
CS4836,12/6/2020,79
CS4703,12/6/2020,86
CS3716,12/6/2020,72
CS4893,12/6/2020,62
CS6094,12/6/2020,52
CS1629,12/6/2020,59
CS1696,12/6/2020,99
CS1277,12/6/2020,74
CS3600,12/6/2020,55
CS3986,12/6/2020,84
CS4073,12/6/2020,65
CS2208,12/6/2020,46
CS4401,12/6/2020,105
CS3155,12/6/2020,88
CS4615,12/6/2020,47
CS4001,12/6/2020,96
CS5161,12/6/2020,105
CS4080,12/6/2020,60
CS1967,12/6/2020,61
CS2677,12/6/2020,101
CS4357,12/6/2020,71
CS5111,12/6/2020,38
CS1265,12/6/2020,80
CS3053,12/6/2020,86
CS3864,12/6/2020,91
CS3645,12/6/2020,36
CS3478,12/6/2020,97
CS3779,12/6/2020,92
CS4932,12/6/2020,82
CS6028,12/6/2020,55
CS4969,12/6/2020,83
CS2082,12/6/2020,80
CS4766,12/6/2020,54
CS1549,12/6/2020,91
CS2473,12/6/2020,96
CS3039,12/6/2020,84
CS5859,12/6/2020,69
CS3546,12/6/2020,73
CS5936,12/6/2020,105
CS3879,12/6/2020,85
CS5876,12/6/2020,45
CS3692,12/6/2020,96
CS5945,12/6/2020,80
CS4311,12/6/2020,72
CS5140,12/6/2020,71
CS1759,12/6/2020,47
CS2693,12/6/2020,104
CS7829,12/6/2020,57
CS7980,12/6/2020,12
CS8982,12/6/2020,24
CS8802,12/6/2020,65
CS8057,12/6/2020,59
CS7499,12/6/2020,56
CS7696,12/6/2020,62
CS7277,12/6/2020,33
CS8208,12/6/2020,14
CS7967,12/6/2020,63
CS7265,12/6/2020,54
CS8082,12/6/2020,17
CS8473,12/6/2020,54
CS3334,13/6/2020,60
CS2170,13/6/2020,46
CS4221,13/6/2020,83
CS3545,13/6/2020,69
CS5126,13/6/2020,84
CS6013,13/6/2020,73
CS4868,13/6/2020,90
CS1925,13/6/2020,97
CS1892,13/6/2020,103
CS1964,13/6/2020,49
CS4311,13/6/2020,56
CS5038,13/6/2020,88
CS2538,13/6/2020,104
CS1725,13/6/2020,38
CS1230,13/6/2020,80
CS3426,13/6/2020,51
CS4195,13/6/2020,43
CS3652,13/6/2020,81
CS5399,13/6/2020,95
CS5442,13/6/2020,70
CS2834,13/6/2020,35
CS4951,13/6/2020,62
CS1156,13/6/2020,38
CS2172,13/6/2020,78
CS1994,13/6/2020,71
CS4760,13/6/2020,55
CS1677,13/6/2020,101
CS4465,13/6/2020,55
CS1939,13/6/2020,43
CS3860,13/6/2020,99
CS3972,13/6/2020,49
CS5490,13/6/2020,61
CS2962,13/6/2020,100
CS2063,13/6/2020,35
CS3909,13/6/2020,66
CS3165,13/6/2020,105
CS2474,13/6/2020,62
CS2316,13/6/2020,54
CS2219,13/6/2020,40
CS3617,13/6/2020,101
CS3935,13/6/2020,97
CS3622,13/6/2020,93
CS4721,13/6/2020,56
CS5438,13/6/2020,78
CS2806,13/6/2020,67
CS2263,13/6/2020,43
CS2433,13/6/2020,46
CS5873,13/6/2020,91
CS3199,13/6/2020,36
CS1533,13/6/2020,97
CS3400,13/6/2020,54
CS3425,13/6/2020,94
CS1484,13/6/2020,54
CS1616,13/6/2020,55
CS6074,13/6/2020,48
CS4646,13/6/2020,73
CS3506,13/6/2020,62
CS3622,13/6/2020,104
CS3600,13/6/2020,57
CS5443,13/6/2020,60
CS4131,13/6/2020,56
CS7925,13/6/2020,28
CS7892,13/6/2020,68
CS7230,13/6/2020,20
CS7156,13/6/2020,46
CS8172,13/6/2020,34
CS7994,13/6/2020,71
CS7677,13/6/2020,10
CS7939,13/6/2020,42
CS8962,13/6/2020,22
CS8063,13/6/2020,41
CS8474,13/6/2020,51
CS8316,13/6/2020,37
CS8219,13/6/2020,73
CS8263,13/6/2020,20
CS7533,13/6/2020,41
CS7484,13/6/2020,39
CS7616,13/6/2020,50
CS5697,14/6/2020,93
CS5503,14/6/2020,47
CS5408,14/6/2020,104
CS5940,14/6/2020,54
CS2338,14/6/2020,92
CS2190,14/6/2020,54
CS2086,14/6/2020,88
CS3084,14/6/2020,92
CS4741,14/6/2020,101
CS4906,14/6/2020,68
CS2193,14/6/2020,38
CS3205,14/6/2020,38
CS4240,14/6/2020,90
CS4844,14/6/2020,35
CS3525,14/6/2020,38
CS4336,14/6/2020,95
CS4587,14/6/2020,42
CS4180,14/6/2020,105
CS2670,14/6/2020,83
CS2349,14/6/2020,65
CS2373,14/6/2020,38
CS5095,14/6/2020,70
CS1203,14/6/2020,45
CS3313,14/6/2020,85
CS5922,14/6/2020,82
CS5579,14/6/2020,64
CS3070,14/6/2020,36
CS5159,14/6/2020,101
CS3361,14/6/2020,89
CS3160,14/6/2020,58
CS5256,14/6/2020,92
CS2783,14/6/2020,85
CS1452,14/6/2020,42
CS4994,14/6/2020,48
CS4002,14/6/2020,35
CS5260,14/6/2020,102
CS1406,14/6/2020,87
CS4885,14/6/2020,105
CS4733,14/6/2020,103
CS1776,14/6/2020,96
CS5388,14/6/2020,76
CS4065,14/6/2020,69
CS1723,14/6/2020,85
CS2292,14/6/2020,63
CS3152,14/6/2020,71
CS4727,14/6/2020,71
CS3551,14/6/2020,79
CS2369,14/6/2020,57
CS4940,14/6/2020,49
CS3305,14/6/2020,91
CS4278,14/6/2020,69
CS4506,14/6/2020,72
CS4399,14/6/2020,94
CS3817,14/6/2020,85
CS1870,14/6/2020,60
CS1997,14/6/2020,88
CS4393,14/6/2020,43
CS1126,14/6/2020,79
CS1808,14/6/2020,61
CS4021,14/6/2020,105
CS8086,14/6/2020,55
CS8193,14/6/2020,40
CS8670,14/6/2020,38
CS8349,14/6/2020,74
CS8373,14/6/2020,52
CS7452,14/6/2020,71
CS7406,14/6/2020,56
CS7776,14/6/2020,57
CS7723,14/6/2020,42
CS8369,14/6/2020,62
CS7870,14/6/2020,33
CS7997,14/6/2020,25
CS4249,15/6/2020,35
CS3588,15/6/2020,85
CS3014,15/6/2020,94
CS3621,15/6/2020,35
CS3963,15/6/2020,66
CS5887,15/6/2020,56
CS2915,15/6/2020,56
CS4649,15/6/2020,87
CS2413,15/6/2020,56
CS2968,15/6/2020,75
CS3135,15/6/2020,42
CS5780,15/6/2020,91
CS5459,15/6/2020,54
CS4427,15/6/2020,47
CS4139,15/6/2020,49
CS2312,15/6/2020,87
CS3344,15/6/2020,35
CS3250,15/6/2020,97
CS3598,15/6/2020,51
CS5405,15/6/2020,49
CS3803,15/6/2020,74
CS3901,15/6/2020,96
CS1401,15/6/2020,83
CS2320,15/6/2020,69
CS3901,15/6/2020,51
CS2308,15/6/2020,84
CS3115,15/6/2020,68
CS1768,15/6/2020,42
CS2795,15/6/2020,94
CS4404,15/6/2020,53
CS3582,15/6/2020,39
CS1646,15/6/2020,86
CS2757,15/6/2020,93
CS5976,15/6/2020,84
CS1438,15/6/2020,93
CS2009,15/6/2020,102
CS2769,15/6/2020,91
CS1765,15/6/2020,100
CS4535,15/6/2020,53
CS6081,15/6/2020,37
CS4787,15/6/2020,79
CS1453,15/6/2020,62
CS4107,15/6/2020,46
CS1699,15/6/2020,71
CS5836,15/6/2020,45
CS6101,15/6/2020,44
CS2318,15/6/2020,62
CS4847,15/6/2020,46
CS1570,15/6/2020,73
CS4269,15/6/2020,71
CS1962,15/6/2020,87
CS4323,15/6/2020,72
CS2661,15/6/2020,102
CS3152,15/6/2020,100
CS4035,15/6/2020,57
CS3826,15/6/2020,64
CS2856,15/6/2020,85
CS4789,15/6/2020,102
CS2795,15/6/2020,100
CS5097,15/6/2020,53
CS5455,15/6/2020,68
CS4697,15/6/2020,45
CS1208,15/6/2020,83
